Start (s),End (s),Scientific name,Common name,Confidence,File,week,overlap,sensitivity,min_conf,model,Chunk file,Chunk offset (s),Chunk local start (s),Chunk local end (s)
126,129,Chloris chloris,European Greenfinch,0.2513,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,126,129
129,132,Phylloscopus collybita,Common Chiffchaff,0.4789,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,129,132
138,141,Chloris chloris,European Greenfinch,0.5616,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,138,141
138,141,Ixoreus naevius,Varied Thrush,0.3000,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,138,141
141,144,Tringa melanoleuca,Greater Yellowlegs,0.3669,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,141,144
144,147,Chloris chloris,European Greenfinch,0.3339,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,144,147
153,156,Chloris chloris,European Greenfinch,0.4174,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,153,156
156,159,Chloris chloris,European Greenfinch,0.5996,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,156,159
159,162,Chloris chloris,European Greenfinch,0.6506,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,159,162
162,165,Chloris chloris,European Greenfinch,0.4824,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,162,165
165,168,Chloris chloris,European Greenfinch,0.4623,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,165,168
171,174,Chloris chloris,European Greenfinch,0.7754,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,171,174
174,177,Chloris chloris,European Greenfinch,0.5244,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,174,177
177,180,Chloris chloris,European Greenfinch,0.8932,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,177,180
180,183,Chloris chloris,European Greenfinch,0.4559,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,180,183
183,186,Chloris chloris,European Greenfinch,0.9753,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,183,186
189,192,Corvus monedula,Eurasian Jackdaw,0.8786,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,189,192
192,195,Phylloscopus collybita,Common Chiffchaff,0.6263,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,192,195
210,213,Phylloscopus collybita,Common Chiffchaff,0.6483,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,210,213
249,252,Phylloscopus collybita,Common Chiffchaff,0.5035,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,249,252
270,273,Numenius arquata,Eurasian Curlew,0.8875,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,270,273
273,276,Corvus monedula,Eurasian Jackdaw,0.3306,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,273,276
279,282,Pica pica,Eurasian Magpie,0.3640,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,279,282
279,282,Corvus monedula,Eurasian Jackdaw,0.2995,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,279,282
351,354,Selasphorus platycercus,Broad-tailed Hummingbird,0.7803,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,351,354
369,372,Pica pica,Eurasian Magpie,0.8961,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,369,372
375,378,Pica pica,Eurasian Magpie,0.3341,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,375,378
378,381,Pica pica,Eurasian Magpie,0.8302,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,378,381
378,381,Phylloscopus collybita,Common Chiffchaff,0.5148,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,378,381
390,393,Phylloscopus collybita,Common Chiffchaff,0.6826,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,390,393
393,396,Phylloscopus collybita,Common Chiffchaff,0.4381,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,393,396
405,408,Phylloscopus collybita,Common Chiffchaff,0.4678,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,405,408
408,411,Phylloscopus collybita,Common Chiffchaff,0.2700,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,408,411
429,432,Phylloscopus collybita,Common Chiffchaff,0.5765,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,429,432
432,435,Phylloscopus collybita,Common Chiffchaff,0.3258,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,432,435
456,459,Phylloscopus collybita,Common Chiffchaff,0.5956,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,456,459
498,501,Corvus monedula,Eurasian Jackdaw,0.2920,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,498,501
546,549,Engine,Engine,0.7396,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,546,549
567,570,Engine,Engine,0.4326,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,567,570
588,591,Phylloscopus collybita,Common Chiffchaff,0.7507,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_000.wav,0,588,591
612,615,Phylloscopus collybita,Common Chiffchaff,0.4472,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,12,15
630,633,Phylloscopus collybita,Common Chiffchaff,0.5807,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,30,33
633,636,Phylloscopus collybita,Common Chiffchaff,0.4073,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,33,36
675,678,Pica pica,Eurasian Magpie,0.3299,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,75,78
687,690,Pica pica,Eurasian Magpie,0.3812,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,87,90
696,699,Phylloscopus collybita,Common Chiffchaff,0.6107,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,96,99
717,720,Molothrus ater,Brown-headed Cowbird,0.3697,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,117,120
756,759,Phylloscopus collybita,Common Chiffchaff,0.5974,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,156,159
759,762,Phylloscopus collybita,Common Chiffchaff,0.7838,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,159,162
774,777,Phylloscopus collybita,Common Chiffchaff,0.5294,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,174,177
777,780,Phylloscopus collybita,Common Chiffchaff,0.7985,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,177,180
801,804,Phylloscopus collybita,Common Chiffchaff,0.3976,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,201,204
813,816,Phylloscopus collybita,Common Chiffchaff,0.6424,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,213,216
816,819,Phylloscopus collybita,Common Chiffchaff,0.5740,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,216,219
834,837,Chloris chloris,European Greenfinch,0.9105,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,234,237
855,858,Polioptila californica,California Gnatcatcher,0.4811,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,255,258
867,870,Phylloscopus collybita,Common Chiffchaff,0.8842,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,267,270
882,885,Phylloscopus collybita,Common Chiffchaff,0.7767,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,282,285
885,888,Phylloscopus collybita,Common Chiffchaff,0.7957,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,285,288
894,897,Pyrrhula pyrrhula,Eurasian Bullfinch,0.3653,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,294,297
897,900,Phylloscopus collybita,Common Chiffchaff,0.7128,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,297,300
909,912,Phylloscopus collybita,Common Chiffchaff,0.9281,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,309,312
918,921,Phylloscopus collybita,Common Chiffchaff,0.6474,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,318,321
921,924,Phylloscopus collybita,Common Chiffchaff,0.8973,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,321,324
924,927,Pica pica,Eurasian Magpie,0.6813,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,324,327
936,939,Phylloscopus collybita,Common Chiffchaff,0.8218,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,336,339
951,954,Phylloscopus collybita,Common Chiffchaff,0.8834,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,351,354
954,957,Phylloscopus collybita,Common Chiffchaff,0.8840,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,354,357
966,969,Parus major,Great Tit,0.2617,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,366,369
972,975,Parus major,Great Tit,0.6958,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,372,375
978,981,Parus major,Great Tit,0.8001,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,378,381
981,984,Parus major,Great Tit,0.5876,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,381,384
984,987,Phylloscopus collybita,Common Chiffchaff,0.8503,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,384,387
987,990,Parus major,Great Tit,0.7276,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,387,390
999,1002,Parus major,Great Tit,0.2889,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,399,402
1002,1005,Phylloscopus collybita,Common Chiffchaff,0.6451,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,402,405
1005,1008,Phylloscopus collybita,Common Chiffchaff,0.4125,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,405,408
1014,1017,Turdus merula,Eurasian Blackbird,0.8800,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,414,417
1017,1020,Turdus merula,Eurasian Blackbird,0.5026,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,417,420
1020,1023,Hirundo rustica,Barn Swallow,0.4631,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,420,423
1023,1026,Phylloscopus collybita,Common Chiffchaff,0.6013,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,423,426
1032,1035,Turdus merula,Eurasian Blackbird,0.6688,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,432,435
1035,1038,Phylloscopus collybita,Common Chiffchaff,0.4116,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,435,438
1047,1050,Phylloscopus collybita,Common Chiffchaff,0.7995,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,447,450
1056,1059,Phylloscopus collybita,Common Chiffchaff,0.9324,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,456,459
1065,1068,Phylloscopus collybita,Common Chiffchaff,0.8065,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,465,468
1068,1071,Phylloscopus collybita,Common Chiffchaff,0.8147,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,468,471
1074,1077,Phylloscopus collybita,Common Chiffchaff,0.8723,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,474,477
1083,1086,Phylloscopus collybita,Common Chiffchaff,0.9204,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,483,486
1089,1092,Phylloscopus collybita,Common Chiffchaff,0.8975,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,489,492
1092,1095,Phylloscopus collybita,Common Chiffchaff,0.9501,248D9B016488729F_20260411_175500.WAV,14,0.0,1.0,0.25,BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite,248D9B016488729F_20260411_175500_chunk_001.wav,600,492,495
